formulario_codigo,formulario_nombre,fecha_registro,nombre_poblacion,id_proyecto,modalidad_bioensayo,dosis_diagnostica_1x,dosis_intensidad,sinergista_def,sinergista_pbo,sinergista_dm,resultado_diagnostico,codigo_bioensayo,codigo_unico,fecha_realizacion_bioensayo,codigo_insecticida,solvente_utilizado,solvente_otro,dosis_ug_ml,codigo_dosis,fecha_revestimiento_botellas,numero_usos_botella_e1,numero_usos_botella_e2,numero_usos_botella_e3,numero_usos_botella_e4,numero_usos_botella_c1,origen_material,pais,codigo_departamento,codigo_municipio,codigo_crianza,edad_dias,edad_indefinida,codigo_especie_mosquito,poblacion_material,hora_separacion,generacion_filial,generacion_filial_indefinida,fecha_separacion,codigo_responsable_revestimiento,codigo_responsable_bioensayo,codigo_control_calidad,codigo_revision_24h,temperatura_inicial_c,temperatura_final_c,humedad_relativa_inicial_pct,humedad_relativa_final_pct,hora_inicio_bioensayo,hora_final_bioensayo,resultado_hora_inicio_b1,resultado_0min_b1_vivos,resultado_0min_b1_incapacitados,resultado_15min_b1_vivos,resultado_15min_b1_incapacitados,resultado_30min_b1_vivos,resultado_30min_b1_incapacitados,resultado_45min_b1_vivos,resultado_45min_b1_incapacitados,resultado_hora_lectura_24h_b1,resultado_24h_b1_vivos,resultado_24h_b1_incapacitados,resultado_hora_inicio_b2,resultado_0min_b2_vivos,resultado_0min_b2_incapacitados,resultado_15min_b2_vivos,resultado_15min_b2_incapacitados,resultado_30min_b2_vivos,resultado_30min_b2_incapacitados,resultado_45min_b2_vivos,resultado_45min_b2_incapacitados,resultado_hora_lectura_24h_b2,resultado_24h_b2_vivos,resultado_24h_b2_incapacitados,resultado_hora_inicio_b3,resultado_0min_b3_vivos,resultado_0min_b3_incapacitados,resultado_15min_b3_vivos,resultado_15min_b3_incapacitados,resultado_30min_b3_vivos,resultado_30min_b3_incapacitados,resultado_45min_b3_vivos,resultado_45min_b3_incapacitados,resultado_hora_lectura_24h_b3,resultado_24h_b3_vivos,resultado_24h_b3_incapacitados,resultado_hora_inicio_b4,resultado_0min_b4_vivos,resultado_0min_b4_incapacitados,resultado_15min_b4_vivos,resultado_15min_b4_incapacitados,resultado_30min_b4_vivos,resultado_30min_b4_incapacitados,resultado_45min_b4_vivos,resultado_45min_b4_incapacitados,resultado_hora_lectura_24h_b4,resultado_24h_b4_vivos,resultado_24h_b4_incapacitados,resultado_hora_inicio_c1,resultado_0min_c1_vivos,resultado_0min_c1_incapacitados,resultado_15min_c1_vivos,resultado_15min_c1_incapacitados,resultado_30min_c1_vivos,resultado_30min_c1_incapacitados,resultado_45min_c1_vivos,resultado_45min_c1_incapacitados,resultado_hora_lectura_24h_c1,resultado_24h_c1_vivos,resultado_24h_c1_incapacitados,comentario_1,comentario_1_nombre,comentario_2,comentario_2_nombre,comentario_3,comentario_3_nombre,comentario_4,comentario_4_nombre,fuente_formulario,creado_por,creado_en,actualizado_en
F7,Registro de datos del bioensayo de la botella CDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Formulario 7_Bioensayo .docx,,,
