formulario_codigo,formulario_nombre,fecha_registro,pais,departamento,municipio,ciclo,ronda,codigo_formulario,fecha_colocacion,grupo_responsable_colocacion,cuadrante,codigo_casa,Latitud,Longitud,codigo_gps,Ovitrampas_colocadas,codigo_sustrato,fecha_retiro,grupo_responsable_retiro,Ovitrampas_retiradas,retiro_buen_estado,retiro_sin_agua,retiro_sin_sustrato,retiro_sin_ovitrampa,retiro_movida,retiro_volteada,retiro_casa_cerrada,retiro_casa_cerrada_descripcion,fuente_formulario,creado_por,creado_en,actualizado_en
REISV,Colocacion y retiro de ovitrampa,,El Salvador,,,Ciclo 2,,REISV,,,,REISV001,OV001,,,,,SV257A,,,,,,,,,,,,Formulario 1-7.xlsx,,,
