"source_csv_column","source_variable","json_path","option_value","option_label","binary_csv_column","selected_value","not_selected_value"
"k3b_1_1_ref_tipo_informes","sat26_investigacion_ref_tipo_informes","payload.investigacion_ref_tipos.sat26_investigacion_ref_tipo_informes","desconozco","Desconozco","k3b_1_1_ref_tipo_informes_sel_desconozco","1","0"
"k3b_2_1_ref_tipo_articulos","sat26_investigacion_ref_tipo_articulos","payload.investigacion_ref_tipos.sat26_investigacion_ref_tipo_articulos","nombre","Nombre","k3b_2_1_ref_tipo_articulos_sel_nombre","1","0"
"k3b_2_1_ref_tipo_articulos","sat26_investigacion_ref_tipo_articulos","payload.investigacion_ref_tipos.sat26_investigacion_ref_tipo_articulos","hipervinculo","Hipervínculo","k3b_2_1_ref_tipo_articulos_sel_hipervinculo","1","0"
"k3b_2_1_ref_tipo_articulos","sat26_investigacion_ref_tipo_articulos","payload.investigacion_ref_tipos.sat26_investigacion_ref_tipo_articulos","documento","Documento","k3b_2_1_ref_tipo_articulos_sel_documento","1","0"
"k3b_2_1_ref_tipo_articulos","sat26_investigacion_ref_tipo_articulos","payload.investigacion_ref_tipos.sat26_investigacion_ref_tipo_articulos","desconozco","Desconozco","k3b_2_1_ref_tipo_articulos_sel_desconozco","1","0"
"k3b_3_1_ref_tipo_congresos","sat26_investigacion_ref_tipo_congresos","payload.investigacion_ref_tipos.sat26_investigacion_ref_tipo_congresos","nombre","Nombre","k3b_3_1_ref_tipo_congresos_sel_nombre","1","0"
"k3b_3_1_ref_tipo_congresos","sat26_investigacion_ref_tipo_congresos","payload.investigacion_ref_tipos.sat26_investigacion_ref_tipo_congresos","hipervinculo","Hipervínculo","k3b_3_1_ref_tipo_congresos_sel_hipervinculo","1","0"
"k3b_3_1_ref_tipo_congresos","sat26_investigacion_ref_tipo_congresos","payload.investigacion_ref_tipos.sat26_investigacion_ref_tipo_congresos","documento","Documento","k3b_3_1_ref_tipo_congresos_sel_documento","1","0"
"k3b_3_1_ref_tipo_congresos","sat26_investigacion_ref_tipo_congresos","payload.investigacion_ref_tipos.sat26_investigacion_ref_tipo_congresos","desconozco","Desconozco","k3b_3_1_ref_tipo_congresos_sel_desconozco","1","0"
"k3b_4_1_ref_tipo_multilaterales","sat26_investigacion_ref_tipo_multilaterales","payload.investigacion_ref_tipos.sat26_investigacion_ref_tipo_multilaterales","nombre","Nombre","k3b_4_1_ref_tipo_multilaterales_sel_nombre","1","0"
"k3b_4_1_ref_tipo_multilaterales","sat26_investigacion_ref_tipo_multilaterales","payload.investigacion_ref_tipos.sat26_investigacion_ref_tipo_multilaterales","hipervinculo","Hipervínculo","k3b_4_1_ref_tipo_multilaterales_sel_hipervinculo","1","0"
"k3b_4_1_ref_tipo_multilaterales","sat26_investigacion_ref_tipo_multilaterales","payload.investigacion_ref_tipos.sat26_investigacion_ref_tipo_multilaterales","documento","Documento","k3b_4_1_ref_tipo_multilaterales_sel_documento","1","0"
"k3b_4_1_ref_tipo_multilaterales","sat26_investigacion_ref_tipo_multilaterales","payload.investigacion_ref_tipos.sat26_investigacion_ref_tipo_multilaterales","desconozco","Desconozco","k3b_4_1_ref_tipo_multilaterales_sel_desconozco","1","0"
"k3b_5_1_ref_tipo_tesis","sat26_investigacion_ref_tipo_tesis","payload.investigacion_ref_tipos.sat26_investigacion_ref_tipo_tesis","nombre","Nombre","k3b_5_1_ref_tipo_tesis_sel_nombre","1","0"
"k3b_5_1_ref_tipo_tesis","sat26_investigacion_ref_tipo_tesis","payload.investigacion_ref_tipos.sat26_investigacion_ref_tipo_tesis","hipervinculo","Hipervínculo","k3b_5_1_ref_tipo_tesis_sel_hipervinculo","1","0"
"k3b_5_1_ref_tipo_tesis","sat26_investigacion_ref_tipo_tesis","payload.investigacion_ref_tipos.sat26_investigacion_ref_tipo_tesis","documento","Documento","k3b_5_1_ref_tipo_tesis_sel_documento","1","0"
"k3b_5_1_ref_tipo_tesis","sat26_investigacion_ref_tipo_tesis","payload.investigacion_ref_tipos.sat26_investigacion_ref_tipo_tesis","desconozco","Desconozco","k3b_5_1_ref_tipo_tesis_sel_desconozco","1","0"
"k3b_6_1_ref_tipo_financiamiento","sat26_investigacion_ref_tipo_financiamiento","payload.investigacion_ref_tipos.sat26_investigacion_ref_tipo_financiamiento","nombre","Nombre","k3b_6_1_ref_tipo_financiamiento_sel_nombre","1","0"
"k3b_6_1_ref_tipo_financiamiento","sat26_investigacion_ref_tipo_financiamiento","payload.investigacion_ref_tipos.sat26_investigacion_ref_tipo_financiamiento","hipervinculo","Hipervínculo","k3b_6_1_ref_tipo_financiamiento_sel_hipervinculo","1","0"
"k3b_6_1_ref_tipo_financiamiento","sat26_investigacion_ref_tipo_financiamiento","payload.investigacion_ref_tipos.sat26_investigacion_ref_tipo_financiamiento","documento","Documento","k3b_6_1_ref_tipo_financiamiento_sel_documento","1","0"
"k3b_6_1_ref_tipo_financiamiento","sat26_investigacion_ref_tipo_financiamiento","payload.investigacion_ref_tipos.sat26_investigacion_ref_tipo_financiamiento","desconozco","Desconozco","k3b_6_1_ref_tipo_financiamiento_sel_desconozco","1","0"
"k3b_7_1_ref_tipo_prensa","sat26_investigacion_ref_tipo_prensa","payload.investigacion_ref_tipos.sat26_investigacion_ref_tipo_prensa","nombre","Nombre","k3b_7_1_ref_tipo_prensa_sel_nombre","1","0"
"k3b_7_1_ref_tipo_prensa","sat26_investigacion_ref_tipo_prensa","payload.investigacion_ref_tipos.sat26_investigacion_ref_tipo_prensa","hipervinculo","Hipervínculo","k3b_7_1_ref_tipo_prensa_sel_hipervinculo","1","0"
"k3b_7_1_ref_tipo_prensa","sat26_investigacion_ref_tipo_prensa","payload.investigacion_ref_tipos.sat26_investigacion_ref_tipo_prensa","documento","Documento","k3b_7_1_ref_tipo_prensa_sel_documento","1","0"
"k3b_7_1_ref_tipo_prensa","sat26_investigacion_ref_tipo_prensa","payload.investigacion_ref_tipos.sat26_investigacion_ref_tipo_prensa","desconozco","Desconozco","k3b_7_1_ref_tipo_prensa_sel_desconozco","1","0"
